,NCODER_ID,X,UserName,Condition,CONFIDENCE.Pre,CONFIDENCE.Post,CONFIDENCE.Change,C.Level.Pre,NewC.Change,C.Change,Timestamp,ActivityNumber,GroupName,GameHalf,GameDay,text,Hydraulic_c,Technical.Constraints_c,Performance.Parameters_c,PAM_c,Pneumatic_c,Client.and.Consultant.Requests_c,Electric_c,SE_c,null_c,total_after
356,356,356,jordan l,FirstGame,6,8,2,High.Pre,Pos.Change,Pos.Change,10/8/13 20:39,9,Hydraulic,First,22,"@Margaret: The chat is still expanded, but refreshing the page (while logged in) loads the workspace window for me.  I am using Chrome.",0,0,0,0,0,0,0,0,1,1
357,357,357,jimmy i,FirstGame,5,8,2,Low.Pre,Pos.Change,Pos.Change,10/8/13 23:06,9,Hydraulic,First,22,Has everybody chosen a few that they think are the best prototypes?,0,0,0,0,0,0,0,0,1,1
358,358,358,jordan l,FirstGame,6,8,2,High.Pre,Pos.Change,Pos.Change,10/9/13 7:57,9,Hydraulic,First,23,"Interesting...  I'm not sure if that was supposed to happen, but there are now View Results buttons by each of the batches except for the team batch.  They display technical specifications of each prototype.",0,0,0,0,0,0,0,0,1,1
359,359,359,margaret n,FirstGame,4,7,3,Low.Pre,Pos.Change,Pos.Change,10/9/13 22:17,9,Hydraulic,First,23,The results for the team batch are up. The numbers look good.,0,0,0,0,0,0,0,0,1,1
360,360,360,margaret n,FirstGame,4,7,3,Low.Pre,Pos.Change,Pos.Change,10/10/13 9:30,9,Hydraulic,First,24,@Nassim Tehrani: Good morning.,0,0,0,0,0,0,0,0,1,1
361,361,361,jordan l,FirstGame,6,8,2,High.Pre,Pos.Change,Pos.Change,10/10/13 9:32,9,Hydraulic,First,24,Good morning.,0,0,0,0,0,0,0,0,1,1
362,362,362,jordan l,FirstGame,6,8,2,High.Pre,Pos.Change,Pos.Change,10/10/13 9:34,9,Hydraulic,First,24,Okay.,0,0,0,0,0,0,0,0,1,1
363,363,363,jordan l,FirstGame,6,8,2,High.Pre,Pos.Change,Pos.Change,10/10/13 10:00,10,Hydraulic,First,24,I am ready.,0,0,0,0,0,0,0,0,1,1
364,364,364,jimmy i,FirstGame,5,8,2,Low.Pre,Pos.Change,Pos.Change,10/10/13 10:02,10,Hydraulic,First,24,I am ready too,0,0,0,0,0,0,0,0,1,1
365,365,365,margaret n,FirstGame,4,7,3,Low.Pre,Pos.Change,Pos.Change,10/10/13 10:03,10,Hydraulic,First,24,I am also ready.,0,0,0,0,0,0,0,0,1,1
366,366,366,jordan l,FirstGame,6,8,2,High.Pre,Pos.Change,Pos.Change,10/10/13 10:11,11,Hydraulic,First,24,"Because the meeting was cut short with technical difficulties, we all proposed two prototypes to be submitted for testing.  There was a great deal of overlap in recommendations, and it was easily cut down to 5 designs.",0,0,0,0,0,0,0,0,1,1
367,367,367,jordan l,FirstGame,6,8,2,High.Pre,Pos.Change,Pos.Change,10/10/13 10:13,11,Hydraulic,First,24,"We each had our individual  reasons, but I chose mine because they seemed balanced and able to fit quite a few requirements.",0,0,0,0,0,1,0,0,0,1
368,368,368,connor f,FirstGame,6,6,0,High.Pre,No.Change,Neg.Change,10/10/13 10:13,11,Hydraulic,First,24,"Although we had some technical difficulties, we were able to propose our designs and agree upon them",0,0,0,0,0,0,0,0,1,1
369,369,369,jimmy i,FirstGame,5,8,2,Low.Pre,Pos.Change,Pos.Change,10/10/13 10:13,11,Hydraulic,First,24,These 5 prototypes were mostly fit into the internal consultants. I reviewed their preferences and chose two that fit those preferences the best.,0,0,0,0,0,1,0,0,0,1
370,370,370,connor f,FirstGame,6,6,0,High.Pre,No.Change,Neg.Change,10/10/13 10:14,11,Hydraulic,First,24,I attempted to meet the needs of my internal consultant by suggesting designs that were cost-efficient,0,0,1,0,0,0,0,0,0,1
371,371,371,jordan l,FirstGame,6,8,2,High.Pre,Pos.Change,Pos.Change,10/10/13 10:15,11,Hydraulic,First,24,"I did not look at only the two qualities dictated by the internal consultant I reviewed, but rather all five qualities.  I slightly prioritized agility, since DaShawn Edwards had high agility recommendations and the hydraulic actuator was inagile.",0,0,1,0,0,0,0,0,0,1
372,372,372,connor f,FirstGame,6,6,0,High.Pre,No.Change,Neg.Change,10/10/13 10:17,11,Hydraulic,First,24,I had prioritized agility over payload and chose light materials because I believe the rescue workers would like something comfortable to wear,0,1,0,0,0,0,0,0,0,1
373,373,373,jimmy i,FirstGame,5,8,2,Low.Pre,Pos.Change,Pos.Change,10/10/13 10:17,11,Hydraulic,First,24,"The rescue worker will be most concerned with safety and payload. He/she would need sufficient lifting capacity to get the job done, but cannot be worried about the product malfunctioning and thus ending in a bad situation",0,0,1,0,0,0,0,0,0,1
374,374,374,jordan l,FirstGame,6,8,2,High.Pre,Pos.Change,Pos.Change,10/10/13 10:17,11,Hydraulic,First,24,"And cost would only affect the company, not the worker.",0,0,1,0,0,0,0,0,0,1
375,375,375,jordan l,FirstGame,6,8,2,High.Pre,Pos.Change,Pos.Change,10/10/13 10:17,11,Hydraulic,First,24,"I believe that the two qualities most affecting the rescue workers would be agility and payload (the physical qualities).  Risk priority probably would not have a day-to-day impact.  Recharge interval may become irritating if too low, but I think it should be possible to use another battery or simply get it recharged.",0,1,0,0,0,0,0,0,0,1
376,376,376,jimmy i,FirstGame,5,8,2,Low.Pre,Pos.Change,Pos.Change,10/10/13 10:20,11,Hydraulic,First,24,I was reviewing Paulo Henriquez's requests and he was most focused on safety. So I prioritized safety and then balanced the other factors. ],0,0,0,0,0,1,0,0,0,1
377,377,377,jordan l,FirstGame,6,8,2,High.Pre,Pos.Change,Pos.Change,10/10/13 10:20,11,Hydraulic,First,24,"I valued agility over RPN because I personally feel that in a dangerous setting the agility of a suit to move out of the way of a hazard would be rather important.  I mostly did not try to maximize any one attribute but rather look at overall ""good"" numbers on the components I used in my prototypes.",0,0,1,0,0,0,0,0,0,1
378,378,378,connor f,FirstGame,6,6,0,High.Pre,No.Change,Neg.Change,10/10/13 10:23,11,Hydraulic,First,24,"I agree with Jordan, and since hydraulic actuators had the greatest payload ratings, but low agility, I did not give much though to payload, but focused on maximizing other attributes, mainly agility.",0,0,1,0,0,0,0,0,0,1
379,379,379,jimmy i,FirstGame,5,8,2,Low.Pre,Pos.Change,Pos.Change,10/10/13 10:24,11,Hydraulic,First,24,That's a good point ^,0,0,0,0,0,0,0,0,1,1
380,380,380,jordan l,FirstGame,6,8,2,High.Pre,Pos.Change,Pos.Change,10/10/13 10:26,11,Hydraulic,First,24,That sounds accurate.,0,0,0,0,0,0,0,0,1,1
381,381,381,jordan l,FirstGame,6,8,2,High.Pre,Pos.Change,Pos.Change,10/10/13 10:28,11,Hydraulic,First,24,"Thanks, you too!",0,0,0,0,0,0,0,0,1,1
382,382,382,connor f,FirstGame,6,6,0,High.Pre,No.Change,Neg.Change,10/15/2013 9:33,11,Hydraulic,First,29,@Nassim Tehrani: What is on our schedule for today?,0,0,0,0,0,0,0,0,1,1
383,383,383,jimmy i,FirstGame,5,8,2,Low.Pre,Pos.Change,Pos.Change,10/15/2013 9:35,11,Hydraulic,First,29,@Nassim Tehrani: what stage of the process is considered caught up?,0,0,0,0,0,0,0,0,1,1
384,384,384,jimmy i,FirstGame,5,8,2,Low.Pre,Pos.Change,Pos.Change,10/15/2013 9:36,11,Hydraulic,First,29,@Nassim Tehrani: are we to work together on the final project?,0,0,0,0,0,0,0,0,1,1
385,385,385,jimmy i,FirstGame,5,8,2,Low.Pre,Pos.Change,Pos.Change,10/15/2013 9:37,11,Hydraulic,First,29,presentation*,0,0,0,0,0,0,0,0,1,1
386,386,386,jordan l,FirstGame,6,8,2,High.Pre,Pos.Change,Pos.Change,10/15/2013 9:44,11,Hydraulic,First,29,"The project is to be presented after the work with reassigned teams is completed, correct?",0,0,0,0,0,0,0,0,1,1
387,387,387,jimmy i,FirstGame,5,8,2,Low.Pre,Pos.Change,Pos.Change,10/15/2013 9:49,11,Hydraulic,First,29,@Nassim Tehrani: So we are doing individual presentations at the end of the second set,0,0,0,0,0,0,0,0,1,1
388,388,388,jimmy i,FirstGame,5,8,2,Low.Pre,Pos.Change,Pos.Change,10/15/2013 9:51,11,Hydraulic,First,29,So we are not presenting on Rescu-Tek?,0,0,0,0,0,0,0,0,1,1
389,389,389,jordan l,FirstGame,6,8,2,High.Pre,Pos.Change,Pos.Change,10/15/2013 9:51,11,Hydraulic,First,29,"Yes we are, we're just going to a different team e.g. Hydraulic, Electric",1,0,0,0,0,0,0,0,0,1
390,390,390,jimmy i,FirstGame,5,8,2,Low.Pre,Pos.Change,Pos.Change,10/15/2013 9:52,11,Hydraulic,First,29,Oh gotcha,0,0,0,0,0,0,0,0,1,1
391,391,391,amalia x,FirstGame,5,7,1,Low.Pre,Pos.Change,Pos.Change,9/24/2013 10:06,5,PAM,First,8,Im almost on the graphing.,0,0,0,0,0,0,0,0,1,1
392,392,392,amelia n,FirstGame,5,7,1,Low.Pre,Pos.Change,Pos.Change,9/24/2013 10:06,5,PAM,First,8,"hey team, so what I'm gathering is that we are being encouraged to talk about the graphs",0,0,0,0,0,0,0,0,1,1
393,393,393,amelia n,FirstGame,5,7,1,Low.Pre,Pos.Change,Pos.Change,9/24/2013 10:08,5,PAM,First,8,would it be the Nickel Cadmium Battery?,0,1,0,0,0,0,0,0,0,1
394,394,394,amelia n,FirstGame,5,7,1,Low.Pre,Pos.Change,Pos.Change,9/24/2013 10:09,5,PAM,First,8,based on the Cost per battery/risk priority?,0,1,0,0,0,0,0,0,0,1
395,395,395,amalia x,FirstGame,5,7,1,Low.Pre,Pos.Change,Pos.Change,9/24/2013 10:10,5,PAM,First,8,"If it's cost per battery/risk, then the Nickel would be the best choice",0,0,1,0,0,0,0,0,0,1
396,396,396,amalia x,FirstGame,5,7,1,Low.Pre,Pos.Change,Pos.Change,9/24/2013 10:11,5,PAM,First,8,"But, seeing as it should be safety as the main priority, I think the Hydrogen would be the best. It creates less harm to the environment as well. The only drawback would be the price but I personally would choose safety and effectiveness over cost.",0,0,1,0,0,0,0,0,0,1
397,397,397,tiffany x,FirstGame,6,7,1,High.Pre,Pos.Change,Pos.Change,9/24/2013 10:14,5,PAM,First,8,The lithium polymer battery can be compared to the nickel cadmium battery but at the same time it is more safe at reasonable cost.,0,1,0,0,0,0,0,0,0,1
398,398,398,amalia x,FirstGame,5,7,1,Low.Pre,Pos.Change,Pos.Change,10/1/13 9:47,5,PAM,First,15,The graphs indicated the advantages and disadvantages of each power source and control sensor.,0,1,0,0,0,0,0,0,0,1
399,399,399,tiffany x,FirstGame,6,7,1,High.Pre,Pos.Change,Pos.Change,10/1/13 9:48,5,PAM,First,15,The graphs enabled us to compare power sources and control sensors given their strengths and weaknesses in relation to the five main attributes.,0,1,0,0,0,0,0,0,0,1
400,400,400,amelia n,FirstGame,5,7,1,Low.Pre,Pos.Change,Pos.Change,10/1/13 9:49,5,PAM,First,15,The NiCd out preformed the other power sources in 3/5 aspects,0,1,0,0,0,0,0,0,0,1
401,401,401,amalia x,FirstGame,5,7,1,Low.Pre,Pos.Change,Pos.Change,10/1/13 9:50,5,PAM,First,15,It was obvious that one power source and control were obviously the best choice...but then they both faltered in the area of of cost.,0,0,1,0,0,0,0,0,0,1
402,402,402,amelia n,FirstGame,5,7,1,Low.Pre,Pos.Change,Pos.Change,10/1/13 9:51,5,PAM,First,15,The Strain-Gauge and the Piezoelectric both preformed will in payload but they were more proficient in agility and safety respectively.,0,0,1,0,0,0,0,0,0,1
403,403,403,amalia x,FirstGame,5,7,1,Low.Pre,Pos.Change,Pos.Change,10/1/13 9:52,5,PAM,First,15,I choose safety and durability over everything else. You want to be able to be dependable if you want to move forward as a company.,0,0,1,0,0,0,0,0,0,1
404,404,404,tiffany x,FirstGame,6,7,1,High.Pre,Pos.Change,Pos.Change,10/1/13 9:52,5,PAM,First,15,"I wouldn't say ""obvious"" because we did have to ration on which attributes were most important, and the component that strongly upheld most of the five attributes....I ended up going with the NiCd  power source and the Strain-Gauge sensor.",0,1,0,0,0,0,0,0,0,1
405,405,405,amelia n,FirstGame,5,7,1,Low.Pre,Pos.Change,Pos.Change,10/1/13 9:54,5,PAM,First,15,I thought that the payload aspect was paramount so thats what guided me to the NiCd battery,0,1,0,0,0,0,0,0,0,1
406,406,406,tiffany x,FirstGame,6,7,1,High.Pre,Pos.Change,Pos.Change,10/1/13 9:54,5,PAM,First,15,"I prioritized cost, safety, and agility when choosing a power source and control sensor.",0,0,1,0,0,0,0,0,0,1
407,407,407,amalia x,FirstGame,5,7,1,Low.Pre,Pos.Change,Pos.Change,10/1/13 9:55,5,PAM,First,15,The graphs projected the supposed aspects of the battery power and use through the tests done. We could see and pick out each individual batteries strength and weakness through this. I picked the battery that had the best outlook throughout all of the tests.,0,1,0,0,0,0,0,0,0,1
408,408,408,tiffany x,FirstGame,6,7,1,High.Pre,Pos.Change,Pos.Change,10/1/13 9:56,5,PAM,First,15,With the graphs I could easily draw conclusions about each type of component given their areas of strengths and weakness.,0,0,0,0,0,0,0,0,1,1
409,409,409,tiffany x,FirstGame,6,7,1,High.Pre,Pos.Change,Pos.Change,10/1/13 9:56,5,PAM,First,15,@Amalia: Agreed!,0,0,0,0,0,0,0,0,1,1
410,410,410,amelia n,FirstGame,5,7,1,Low.Pre,Pos.Change,Pos.Change,10/1/13 9:58,5,PAM,First,15,come up with a common aspect that we think makes one power source the particular choice?,0,1,0,0,0,0,0,0,0,1
411,411,411,tiffany x,FirstGame,6,7,1,High.Pre,Pos.Change,Pos.Change,10/1/13 9:59,5,PAM,First,15,I believe that further research should be conducted and a final selection of the power source and control sensor should be made...,0,1,0,0,0,0,0,0,0,1
412,412,412,amalia x,FirstGame,5,7,1,Low.Pre,Pos.Change,Pos.Change,10/1/13 10:00,5,PAM,First,15,Select a final battery and sensor to fulfill the requirements of rescue-tek's philosophy in terms of building an exoskeleton.,0,1,0,0,0,0,0,0,0,1
413,413,413,amelia n,FirstGame,5,7,1,Low.Pre,Pos.Change,Pos.Change,10/1/13 10:01,5,PAM,First,15,@Amalia: yes because there must be a preliminary outline for the qualities of a product,0,0,0,0,0,0,0,0,1,1
414,414,414,tiffany x,FirstGame,6,7,1,High.Pre,Pos.Change,Pos.Change,10/1/13 10:01,5,PAM,First,15,Final selection of a power source and control sensor,0,1,0,0,0,0,0,0,0,1
415,415,415,amalia x,FirstGame,5,7,1,Low.Pre,Pos.Change,Pos.Change,10/1/13 10:06,5,PAM,First,15,Correct,0,0,0,0,0,0,0,0,1,1
416,416,416,tiffany x,FirstGame,6,7,1,High.Pre,Pos.Change,Pos.Change,10/1/13 10:07,5,PAM,First,15,Yes,0,0,0,0,0,0,0,0,1,1
417,417,417,amelia n,FirstGame,5,7,1,Low.Pre,Pos.Change,Pos.Change,10/1/13 10:10,5,PAM,First,15,did you main notebook?,0,0,0,0,0,0,0,0,1,1
418,418,418,amelia n,FirstGame,5,7,1,Low.Pre,Pos.Change,Pos.Change,10/1/13 10:10,5,PAM,First,15,do you assign the new work long?,0,0,0,0,0,0,0,0,1,1
419,419,419,amelia n,FirstGame,5,7,1,Low.Pre,Pos.Change,Pos.Change,10/1/13 10:10,5,PAM,First,15,worklog*,0,0,0,0,0,0,0,0,1,1
420,420,420,tiffany x,FirstGame,6,7,1,High.Pre,Pos.Change,Pos.Change,10/1/13 10:10,5,PAM,First,15,Did you mean notebook?,0,0,0,0,0,0,0,0,1,1
421,421,421,amalia x,FirstGame,5,7,1,Low.Pre,Pos.Change,Pos.Change,10/3/13 9:44,7,PAM,First,17,ok,0,0,0,0,0,0,0,0,1,1
422,422,422,amelia n,FirstGame,5,7,1,Low.Pre,Pos.Change,Pos.Change,10/3/13 9:44,7,PAM,First,17,ok,0,0,0,0,0,0,0,0,1,1
423,423,423,amelia n,FirstGame,5,7,1,Low.Pre,Pos.Change,Pos.Change,10/3/13 9:46,7,PAM,First,17,"alright, and that is based off of the internal consultants requests?",0,0,0,0,0,1,0,0,0,1
424,424,424,amelia n,FirstGame,5,7,1,Low.Pre,Pos.Change,Pos.Change,10/3/13 9:48,7,PAM,First,17,"Will I be able to learn more about the ""PAM"" actuator from the link in the email from Vendant?",0,0,0,1,0,0,0,0,0,1
425,425,425,amelia n,FirstGame,5,7,1,Low.Pre,Pos.Change,Pos.Change,10/3/13 9:49,7,PAM,First,17,"Alright, sounds good",0,0,0,0,0,0,0,0,1,1
426,426,426,amalia x,FirstGame,5,7,1,Low.Pre,Pos.Change,Pos.Change,10/3/13 9:51,7,PAM,First,17,I would Like marketing and sales please,0,0,0,0,0,0,0,0,1,1
427,427,427,tiffany x,FirstGame,6,7,1,High.Pre,Pos.Change,Pos.Change,10/3/13 9:51,7,PAM,First,17,I,0,0,0,0,0,0,0,0,1,1
428,428,428,tiffany x,FirstGame,6,7,1,High.Pre,Pos.Change,Pos.Change,10/3/13 9:51,7,PAM,First,17,I will focus on quality,0,0,0,0,0,0,0,0,1,1
429,429,429,amelia n,FirstGame,5,7,1,Low.Pre,Pos.Change,Pos.Change,10/3/13 9:52,7,PAM,First,17,ok- with that being said I would like to look at DaShawn with bio med and risk,0,0,0,0,0,1,0,0,0,1
430,430,430,amalia x,FirstGame,5,7,1,Low.Pre,Pos.Change,Pos.Change,10/3/13 9:53,7,PAM,First,17,"Oh, sorry, Meredith Yamasaki-Nolan",0,0,0,0,0,1,0,0,0,1
431,431,431,amelia n,FirstGame,5,7,1,Low.Pre,Pos.Change,Pos.Change,10/3/13 9:53,7,PAM,First,17,and then I look specifically at DaShawn,0,0,0,0,0,1,0,0,0,1
432,432,432,tiffany x,FirstGame,6,7,1,High.Pre,Pos.Change,Pos.Change,10/3/13 9:53,7,PAM,First,17,"Oh, Paulo Henriquez\",0,0,0,0,0,1,0,0,0,1
433,433,433,amelia n,FirstGame,5,7,1,Low.Pre,Pos.Change,Pos.Change,10/3/13 9:54,7,PAM,First,17,so is that all @justin?,0,0,0,0,0,0,0,0,1,1
434,434,434,amelia n,FirstGame,5,7,1,Low.Pre,Pos.Change,Pos.Change,10/3/13 10:22,7,PAM,First,17,will we be receiving an email regarding our next assignment?,0,0,0,0,0,0,0,0,1,1
435,435,435,amelia n,FirstGame,5,7,1,Low.Pre,Pos.Change,Pos.Change,10/3/13 10:23,7,PAM,First,17,(the design of the prototypes?),0,0,0,0,0,0,0,0,1,1
436,436,436,amelia n,FirstGame,5,7,1,Low.Pre,Pos.Change,Pos.Change,10/3/13 10:27,7,PAM,First,17,I thought I just submitted my recap of the the meeting,0,0,0,0,0,0,0,0,1,1
437,437,437,amelia n,FirstGame,5,7,1,Low.Pre,Pos.Change,Pos.Change,10/3/13 10:29,7,PAM,First,17,you would like me to re write what I have written because it it not in depth enough or you simply have not received it?,0,0,0,0,0,0,0,0,1,1
438,438,438,amelia n,FirstGame,5,7,1,Low.Pre,Pos.Change,Pos.Change,10/3/13 10:29,7,PAM,First,17,sorry I'm confused because I submitted it 13 minutes ago,0,0,0,0,0,0,0,0,1,1
439,439,439,amelia n,FirstGame,5,7,1,Low.Pre,Pos.Change,Pos.Change,10/3/13 10:31,7,PAM,First,17,I resubmitted,0,0,0,0,0,0,0,0,1,1
440,440,440,amelia n,FirstGame,5,7,1,Low.Pre,Pos.Change,Pos.Change,10/3/13 10:34,7,PAM,First,17,is this required for right now? or is it acceptable for me to work on this on my own? (have to go to class),0,0,0,0,0,0,0,0,1,1
441,441,441,tiffany x,FirstGame,6,7,1,High.Pre,Pos.Change,Pos.Change,10/3/13 10:35,7,PAM,First,17,"By citing sources, we are just citing the specific technical document being referred to, right?",0,0,0,0,0,0,0,0,1,1
442,442,442,tiffany x,FirstGame,6,7,1,High.Pre,Pos.Change,Pos.Change,10/3/13 10:48,7,PAM,First,17,"Ok, great",0,0,0,0,0,0,0,0,1,1
443,443,443,tiffany x,FirstGame,6,7,1,High.Pre,Pos.Change,Pos.Change,10/3/13 12:08,7,PAM,First,17,"I'm unable to submit notebooks, however they are saved.",0,0,0,0,0,0,0,0,1,1
444,444,444,amalia x,FirstGame,5,7,1,Low.Pre,Pos.Change,Pos.Change,10/3/13 13:19,7,PAM,First,17,I reviewed and witnessed your notebook entry. Your research and recommendations will be invaluable as we move forward with the design process.,0,0,0,0,0,0,0,0,1,1
445,445,445,amalia x,FirstGame,5,7,1,Low.Pre,Pos.Change,Pos.Change,10/3/13 13:20,7,PAM,First,17,"This is what Vedant sent me. Did I do something wrong? Should I go back and do more research so that it is ""valuable",0,0,0,0,0,0,0,0,1,1
446,446,446,tiffany x,FirstGame,6,7,1,High.Pre,Pos.Change,Pos.Change,10/3/13 20:22,7,PAM,First,17,Maybe he just wants you to revise.....I'm not really sure though,0,0,0,0,0,0,0,0,1,1
447,447,447,tiffany x,FirstGame,6,7,1,High.Pre,Pos.Change,Pos.Change,10/3/13 20:22,7,PAM,First,17,Maybe he just wants you to revise.....I'm not really sure though,0,0,0,0,0,0,0,0,1,1
448,448,448,tiffany x,FirstGame,6,7,1,High.Pre,Pos.Change,Pos.Change,10/3/13 20:23,7,PAM,First,17,You're further than I am. My notebooks entries won't even submit...,0,0,0,0,0,0,0,0,1,1
449,449,449,devin c,FirstGame,7,7,0,High.Pre,No.Change,Pos.Change,10/5/13 16:17,7,PAM,First,19,"Tiffany, your work was perfectly fine. ""Invaluable"" was a compliment.",0,0,0,0,0,0,0,0,1,1
450,450,450,devin c,FirstGame,7,7,0,High.Pre,No.Change,Pos.Change,10/5/13 16:39,7,PAM,First,19,"I mean Amalia, not Tiffany. Excuse me.",0,0,0,0,0,0,0,0,1,1
451,451,451,amalia x,FirstGame,5,7,1,Low.Pre,Pos.Change,Pos.Change,10/5/13 20:10,7,PAM,First,19,Thanks! I was very worried!,0,0,0,0,0,0,0,0,1,1
452,452,452,tiffany x,FirstGame,6,7,1,High.Pre,Pos.Change,Pos.Change,10/6/13 12:45,8,PAM,First,20,@Amalia: I'm confused. Are we supposed to just do the REDD's or make batches for each design?,0,0,0,0,0,0,0,0,1,1
453,453,453,amalia x,FirstGame,5,7,1,Low.Pre,Pos.Change,Pos.Change,10/6/13 21:25,8,PAM,First,20,I don't think we do batches yet...,0,0,0,0,0,0,0,0,1,1
454,454,454,amalia x,FirstGame,5,7,1,Low.Pre,Pos.Change,Pos.Change,10/6/13 21:25,8,PAM,First,20,@Tiffany: Use REDD to design 5 types for our actuator which is the PAM,0,0,0,1,0,0,0,0,0,1
455,455,455,tiffany x,FirstGame,6,7,1,High.Pre,Pos.Change,Pos.Change,10/6/13 22:22,8,PAM,First,20,"I know that, but what about the batch option?",0,0,0,0,0,0,0,0,1,1
456,456,456,tiffany x,FirstGame,6,7,1,High.Pre,Pos.Change,Pos.Change,10/6/13 22:22,8,PAM,First,20,Do we create batches after we create our designs?,0,0,0,0,0,0,0,0,1,1
457,457,457,amalia x,FirstGame,5,7,1,Low.Pre,Pos.Change,Pos.Change,10/8/13 9:30,8,PAM,First,22,Good morning!,0,0,0,0,0,0,0,0,1,1
458,458,458,amelia n,FirstGame,5,7,1,Low.Pre,Pos.Change,Pos.Change,10/8/13 9:34,8,PAM,First,22,good morning everyone,0,0,0,0,0,0,0,0,1,1
459,459,459,tiffany x,FirstGame,6,7,1,High.Pre,Pos.Change,Pos.Change,10/8/13 9:36,8,PAM,First,22,@Amelia: Good Morning :),0,0,0,0,0,0,0,0,1,1
460,460,460,tiffany x,FirstGame,6,7,1,High.Pre,Pos.Change,Pos.Change,10/8/13 9:36,8,PAM,First,22,@Justin Kim: I have not been updated on the latest notebook/worklog entry...,0,0,0,0,0,0,0,0,1,1
461,461,461,luis t,FirstGame,7,7,0,High.Pre,No.Change,Pos.Change,10/8/13 9:39,8,PAM,First,22,@Justin Kim: Morning! I have not received a next task yet.,0,0,0,0,0,0,0,0,1,1
462,462,462,luis t,FirstGame,7,7,0,High.Pre,No.Change,Pos.Change,10/8/13 9:41,8,PAM,First,22,@Justin Kim: I submitted my worklog and it was signed,0,0,0,0,0,0,0,0,1,1
463,463,463,luis t,FirstGame,7,7,0,High.Pre,No.Change,Pos.Change,10/8/13 9:49,8,PAM,First,22,ok I received an email,0,0,0,0,0,0,0,0,1,1
464,464,464,tiffany x,FirstGame,6,7,1,High.Pre,Pos.Change,Pos.Change,10/8/13 9:50,9,PAM,First,22,So shall we begin our discussion of our prototype choices?,0,0,0,0,0,0,0,0,1,1
465,465,465,luis t,FirstGame,7,7,0,High.Pre,No.Change,Pos.Change,10/8/13 9:52,9,PAM,First,22,@Justin Kim: Yeah I got it!,0,0,0,0,0,0,0,0,1,1
466,466,466,amalia x,FirstGame,5,7,1,Low.Pre,Pos.Change,Pos.Change,10/8/13 9:53,9,PAM,First,22,So should we start off by each of saying what their first choice based on their 5 prototypes are?,0,0,0,0,0,0,0,0,1,1
467,467,467,amalia x,FirstGame,5,7,1,Low.Pre,Pos.Change,Pos.Change,10/8/13 9:54,9,PAM,First,22,Same here.,0,0,0,0,0,0,0,0,1,1
468,468,468,amalia x,FirstGame,5,7,1,Low.Pre,Pos.Change,Pos.Change,10/8/13 9:54,9,PAM,First,22,Well I can only see Tiffany's and mine.,0,0,0,0,0,0,0,0,1,1
469,469,469,tiffany x,FirstGame,6,7,1,High.Pre,Pos.Change,Pos.Change,10/8/13 9:54,9,PAM,First,22,I can only see Amalia and my own prototype designs...,0,0,0,0,0,0,0,0,1,1
470,470,470,luis t,FirstGame,7,7,0,High.Pre,No.Change,Pos.Change,10/8/13 9:55,9,PAM,First,22,I was not prompted to create a design,0,0,0,0,0,0,0,0,1,1
471,471,471,amalia x,FirstGame,5,7,1,Low.Pre,Pos.Change,Pos.Change,10/8/13 9:56,9,PAM,First,22,So do we still decide on which 5 to submit? Since it's only two of us is that still possible or valid?,0,0,0,0,0,0,0,0,1,1
472,472,472,tiffany x,FirstGame,6,7,1,High.Pre,Pos.Change,Pos.Change,10/8/13 9:57,9,PAM,First,22,Would it be appropriate to derive our design choice from only one other team member's designs?,0,0,0,0,0,0,0,0,1,1
473,473,473,amalia x,FirstGame,5,7,1,Low.Pre,Pos.Change,Pos.Change,10/8/13 9:58,9,PAM,First,22,Okay I see Amelia's now too...,0,0,0,0,0,0,0,0,1,1
474,474,474,amalia x,FirstGame,5,7,1,Low.Pre,Pos.Change,Pos.Change,10/8/13 9:58,9,PAM,First,22,"But Tiffany, what were your top 3?",0,0,0,0,0,0,0,0,1,1
475,475,475,amalia x,FirstGame,5,7,1,Low.Pre,Pos.Change,Pos.Change,10/8/13 9:59,9,PAM,First,22,We pretty much had the same designs- PFC and NiCD were our favorites as well as Aluminum and composite materials.,0,1,0,0,0,0,0,0,0,1
476,476,476,tiffany x,FirstGame,6,7,1,High.Pre,Pos.Change,Pos.Change,10/8/13 9:59,9,PAM,First,22,"Your 4th design, my 4th design, and Amelia's 2nd design. Yeah, ours are pretty similar...",0,0,0,0,0,0,0,0,1,1
477,477,477,tiffany x,FirstGame,6,7,1,High.Pre,Pos.Change,Pos.Change,10/8/13 10:00,9,PAM,First,22,We also use ROM 3 and 4,0,1,0,0,0,0,0,0,0,1
478,478,478,amalia x,FirstGame,5,7,1,Low.Pre,Pos.Change,Pos.Change,10/8/13 10:01,9,PAM,First,22,"Okay. Out of those three, I think my top is Your 4th Design, Amelia's 2nd, and my 4th.",0,0,0,0,0,0,0,0,1,1
479,479,479,amalia x,FirstGame,5,7,1,Low.Pre,Pos.Change,Pos.Change,10/8/13 10:02,9,PAM,First,22,So we just need two more then.,0,0,0,0,0,0,0,0,1,1
480,480,480,amelia n,FirstGame,5,7,1,Low.Pre,Pos.Change,Pos.Change,10/8/13 10:02,9,PAM,First,22,"Yeah I agree, those seem best",0,0,0,0,0,0,0,0,1,1
